Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP09,OUT010,386.59677
FDC53,OUT045,1313.3903699999998
NCM55,OUT017,2520.2527400000004
FDL09,OUT018,2270.2448400000003
FDA11,OUT019,247.61102000000005
FDA50,OUT045,1525.4809599999999
FDC23,OUT017,2895.19801
FDE22,OUT049,3131.4904300000003
FDD23,OUT046,3202.3648399999997
NCA29,OUT049,3088.14685
FDK38,OUT046,2483.3008400000003
DRC13,OUT046,1644.39284
NCP43,OUT049,2484.7323100000003
FDX28,OUT049,2234.6578299999996
FDF08,OUT049,1738.60354
FDZ33,OUT046,2618.9908800000003
FDD10,OUT049,2115.4796299999994
FDO58,OUT017,2830.3158000000003
FDI50,OUT017,3535.7974799999997
FDO58,OUT045,2586.59971
FDX08,OUT013,2647.0210599999996
NCK17,OUT010,332.99987000000004
FDF39,OUT035,3057.5866299999993
FDU45,OUT010,361.32966
NCJ18,OUT018,1746.3268199999998
DRC27,OUT019,338.45942999999994
DRC25,OUT035,2096.6041999999998
FDU59,OUT035,2791.73269
FDU28,OUT035,2585.86733
NCP30,OUT046,1391.2556800000002
FDB39,OUT018,1378.3058700000001
FDE41,OUT013,1830.8834200000001
DRH11,OUT010,208.49527000000003
FDA58,OUT045,3353.6013099999996
FDU50,OUT046,2294.51325
FDM34,OUT013,2506.37081
FDM44,OUT027,2930.4854100000002
FDR39,OUT045,1940.17449
FDM25,OUT045,2379.30288
FDQ49,OUT049,2266.5829400000007
DRH25,OUT018,2166.7129399999994
FDM09,OUT027,4576.6426200000005
FDL44,OUT019,386.53019
NCR42,OUT018,1568.12545
DRL59,OUT046,2063.41407
FDX43,OUT013,2567.59112
DRK47,OUT010,433.80199000000005
FDU48,OUT018,1737.13878
FDY12,OUT045,1301.93861
NCN43,OUT018,1661.00455
NCM55,OUT018,2119.9071999999996
FDQ21,OUT027,3204.1625000000004
FDX13,OUT035,2548.81556
NCK30,OUT027,5906.078769999999
FDG20,OUT049,2751.68482
DRG27,OUT017,1359.09754
FDY14,OUT018,2566.09307
FDP59,OUT035,2392.78533
FDU60,OUT017,3104.82514
NCC18,OUT019,380.0386400000001
DRJ39,OUT017,3646.9195
FDS07,OUT049,1835.3109899999995
FDM08,OUT027,5605.80297
FDP51,OUT045,1654.5130000000001
FDU16,OUT035,1998.4319900000003
FDH12,OUT013,2107.29029
DRE48,OUT010,409.66674
NCL42,OUT027,6141.40578
FDR21,OUT045,2984.41521
NCW29,OUT035,2608.33808
FDO11,OUT013,2996.2331599999998
NCM31,OUT049,2335.32679
FDV35,OUT019,316.78763999999995
FDF58,OUT017,1132.3260599999999
NCE43,OUT049,2855.88252
FDA02,OUT035,2474.57886
DRL37,OUT010,288.45784999999995
FDR24,OUT018,1983.3183299999996
FDW59,OUT049,1739.4690800000003
FDS22,OUT049,1689.90027
FDW24,OUT017,1282.0977699999999
FDU24,OUT035,1845.0649600000004
FDA21,OUT027,4582.734689999999
FDH58,OUT027,3121.2704000000003
FDW36,OUT018,1663.13511
FDI45,OUT027,5121.9994
FDU01,OUT018,2131.7251499999993
FDF35,OUT027,3494.88407
FDU43,OUT019,339.62458
FDE24,OUT019,272.01259
FDK50,OUT049,2132.0913400000004
FDG31,OUT045,1432.0359299999998
FDC60,OUT045,1831.14974
FDL36,OUT013,2020.5032600000002
FDP21,OUT013,2654.04525
FDW16,OUT045,1449.7462099999998
FDX02,OUT017,3293.61273
FDQ58,OUT027,3557.60243
FDT51,OUT046,2161.68615
FDD59,OUT049,1780.1494599999999
NCM42,OUT018,1929.62156
FDA57,OUT018,1741.5330600000002
FDZ48,OUT035,2187.55248
FDE46,OUT045,2601.7133700000004
NCZ30,OUT019,233.69580000000002
FDB56,OUT017,3079.6579
FDA25,OUT027,3210.85379
FDD20,OUT013,2160.82061
FDL25,OUT013,1484.4011
NCO18,OUT049,3351.4707499999995
FDJ45,OUT017,1227.2358500000003
FDR12,OUT035,2639.13133
NCF19,OUT010,211.3915
FDK25,OUT046,2721.29105
NCR17,OUT046,1891.50451
FDC52,OUT046,2421.4147299999995
NCA54,OUT017,3004.2893400000003
FDR45,OUT010,366.68935
NCM19,OUT049,2338.2563100000007
FDF39,OUT027,4439.654270000001
FDX23,OUT049,1833.6131999999998
FDD58,OUT027,2969.66774
FDX28,OUT013,1599.35147
NCD31,OUT013,2446.7484199999994
FDU57,OUT018,2375.80743
FDI27,OUT046,1922.26447
NCM42,OUT046,1834.44545
FDD32,OUT027,2698.3209500000003
FDI34,OUT013,2950.8588899999995
NCM29,OUT049,2184.55638
FDG46,OUT018,1821.8618299999998
DRC01,OUT010,281.06747000000007
FDB15,OUT027,4658.103249999999
NCA17,OUT027,3968.6340599999994
FDF10,OUT046,2118.8086300000004
FDR26,OUT027,4598.514150000001
FDI02,OUT049,1942.17189
NCM54,OUT010,287.39257000000003
FDF14,OUT013,2517.3898000000004
FDJ33,OUT010,347.38115000000005
FDM20,OUT035,3001.82588
FDC03,OUT027,4484.92867
NCX05,OUT046,1638.16761
NCM41,OUT027,2924.6596600000003
NCU29,OUT010,351.5424
FDQ59,OUT017,2250.6037399999996
FDH46,OUT010,347.38115000000005
FDH09,OUT013,786.01019
NCD06,OUT045,1140.8483
FDC15,OUT035,2432.33385
DRD37,OUT027,2648.91859
FDT28,OUT027,2980.08751
FDR28,OUT027,3527.97433
FDT38,OUT017,1754.91564
FDV34,OUT027,2122.9365900000003
FDY52,OUT035,1747.4253899999999
FDB34,OUT013,1738.7367
DRL23,OUT018,2096.6707799999995
DRB24,OUT046,2085.9181099999996
FDJ50,OUT046,2305.9650100000003
FDQ49,OUT035,2712.33604
FDP20,OUT035,2325.77256
FDV19,OUT027,4070.934229999999
NCR54,OUT045,3262.61974
FDO09,OUT010,390.72473
FDS57,OUT018,2047.3682899999992
FDN10,OUT049,2409.3970400000003
FDV23,OUT049,2311.45786
FDY28,OUT049,2512.1965599999994
DRG51,OUT013,2520.81867
FDD45,OUT019,363.69325
NCL18,OUT027,4573.44678
NCM29,OUT013,1518.92283
FDF17,OUT027,4646.018980000001
FDE22,OUT017,2539.52765
FDQ22,OUT017,1159.1578000000002
FDS01,OUT013,2588.7635600000003
FDW35,OUT027,2068.4408599999997
FDJ33,OUT046,2164.5490899999995
NCF54,OUT035,3059.58403
FDE09,OUT013,1891.7708300000002
NCE06,OUT045,2424.6105700000003
DRH49,OUT049,1881.7172499999997
FDY43,OUT045,2677.7144400000006
NCT05,OUT017,3447.74543
FDZ34,OUT045,2834.7766600000004
FDL38,OUT017,1553.9772
FDZ31,OUT017,3205.2610699999996
FDR14,OUT035,2264.6188300000003
NCN54,OUT049,2283.694
NCC42,OUT027,3838.70319
FDK08,OUT017,1835.3775699999999
FDP59,OUT013,1605.07735
FDV22,OUT035,2765.69991
FDD33,OUT035,3131.7234599999992
DRE60,OUT027,3159.28758
FDK52,OUT046,2642.66007
FDA02,OUT017,2750.58625
FDM56,OUT049,2192.4794
FDE57,OUT035,2109.35427
FDM32,OUT045,1580.4094599999999
NCQ30,OUT027,2851.48824
FDQ27,OUT027,4015.5396700000006
FDT60,OUT027,2884.9114000000004
FDU43,OUT049,3083.02019
NCO55,OUT035,1814.90422
FDG02,OUT045,2859.51113
FDJ28,OUT013,2859.01178
FDP40,OUT045,1569.2905999999998
FDJ38,OUT045,2952.39023
NCC54,OUT017,2998.1639800000003
NCZ41,OUT046,2096.13814
FDK38,OUT019,443.62253999999996
FDU52,OUT013,2310.72548
FDC40,OUT046,1979.0904999999998
NCR30,OUT017,1468.5550600000001
NCN18,OUT017,1766.00121
FDB50,OUT035,1699.42121
FDG04,OUT013,2768.59614
FDR26,OUT035,2432.3338500000004
NCT17,OUT018,2189.8162
FDX35,OUT027,4361.58922
FDS12,OUT046,1667.5293899999997
NCZ29,OUT027,3401.63878
FDB38,OUT010,383.2344800000001
FDP12,OUT013,1393.11992
FDP22,OUT046,1500.5134600000001
FDS26,OUT018,2499.3799099999997
FDR52,OUT046,2739.0679099999998
DRJ13,OUT046,2186.35404
FDU48,OUT027,2853.71867
FDE29,OUT035,1702.58376
NCT29,OUT049,2029.4915599999997
DRK37,OUT018,2254.49867
FDK55,OUT046,1557.0065900000002
FDR07,OUT046,1953.3906200000001
FDO21,OUT027,4814.46638
FDK46,OUT049,3665.72835
FDB12,OUT045,1509.0357000000001
FDT31,OUT027,4843.59513
FDJ33,OUT045,1951.09361
FDC26,OUT027,3342.8819299999996
NCQ02,OUT045,3028.32472
FDP08,OUT010,324.5775
FDB11,OUT027,5345.10898
FDV55,OUT013,2279.39959
FDW20,OUT049,2069.9722
NCJ18,OUT019,344.68466
FDC41,OUT018,1179.76431
FDE14,OUT027,3036.78038
FDG35,OUT013,2795.99381
FDF45,OUT035,1760.74139
FDS19,OUT027,2512.76249
FDS58,OUT019,320.01677000000007
FDA26,OUT017,4082.818759999999
FDM32,OUT049,2091.54412
FDL45,OUT046,2245.3772099999996
FDZ55,OUT049,2522.88265
FDY37,OUT049,1960.8142900000003
FDO46,OUT046,2777.9839199999997
FDQ60,OUT046,2281.39699
FDA19,OUT018,1961.1471900000001
FDL15,OUT046,1679.4805000000001
FDM10,OUT018,2433.09952
NCL05,OUT017,1274.60752
DRK49,OUT010,288.22481999999997
NCE18,OUT027,6141.40578
FDG40,OUT049,1262.92273
DRI59,OUT045,3185.58668
FDK28,OUT035,3222.2389699999994
NCD06,OUT019,212.68981
FDO11,OUT019,555.47694
FDK27,OUT046,1866.53701
FDT43,OUT027,2646.48842
FDD38,OUT018,2001.46138
FDA16,OUT049,2991.0066300000003
FDL14,OUT027,3712.068030000001
NCM17,OUT049,1898.7284399999996
FDD20,OUT045,2135.5534999999995
FDA40,OUT045,1475.87886
FDL43,OUT045,1529.3758899999998
FDV15,OUT045,1862.9084000000003
FDE52,OUT046,1994.3706100000004
NCL17,OUT010,350.34396000000004
NCJ31,OUT045,2553.30971
FDR60,OUT045,1463.4284000000002
NCA18,OUT035,2027.8936399999998
FDS21,OUT027,2122.9365900000003
FDW09,OUT035,1718.2300599999999
FDL26,OUT035,2409.99626
FDS47,OUT018,1880.01946
FDC39,OUT046,2250.60374
FDT51,OUT035,2508.00202
FDK40,OUT035,2499.5463599999994
NCG19,OUT045,3251.36772
FDZ07,OUT046,2070.60471
FDF08,OUT027,2735.7056199999997
FDO04,OUT013,1548.85054
FDK41,OUT018,1179.76431
FDP15,OUT049,2775.85336
NCD43,OUT018,1825.88992
NCP18,OUT013,2150.7337399999997
FDZ51,OUT046,2091.11135
DRH13,OUT035,2096.6042000000007
FDF38,OUT045,1625.98347
NCI43,OUT045,1316.5196300000002
FDM38,OUT027,2443.71903
FDS03,OUT013,2048.9995
DRJ47,OUT017,2552.1445599999997
FDT50,OUT010,312.85942000000006
FDV02,OUT046,2280.19855
NCG18,OUT017,2008.4522800000002
FDW52,OUT046,2383.29768
FDS40,OUT035,1624.552
FDN31,OUT017,2761.7384
FDA37,OUT045,2341.7184700000003
FDA15,OUT046,2624.48373
FDL39,OUT046,2307.29661
FDJ53,OUT045,1629.5122099999999
FDX22,OUT013,2654.04525
NCZ42,OUT045,2664.66476
FDD56,OUT027,4326.63472
FDD40,OUT017,3562.1964499999995
FDS50,OUT013,2848.05937
NCN14,OUT013,2598.11805
FDT15,OUT013,2447.1479
NCS18,OUT027,2801.3202100000003
NCO26,OUT010,307.73276
FDF58,OUT018,1597.45394
NCB19,OUT013,2112.84972
FDH26,OUT017,2648.4192399999997
DRB24,OUT027,3162.1838099999995
FDA49,OUT018,1716.2326600000001
FDB32,OUT045,1721.1262900000002
FDI36,OUT017,2811.47366
NCA17,OUT010,410.73202000000003
FDH22,OUT013,2859.4778400000005
NCM26,OUT018,1816.60201
FDT15,OUT027,4285.521570000001
FDB16,OUT018,1311.3263900000002
NCP54,OUT027,2851.48824
FDJ36,OUT013,1443.7873000000004
FDO28,OUT045,1513.29682
FDU09,OUT013,2172.5386900000003
FDF29,OUT017,2311.0583799999995
FDY08,OUT013,2486.52997
DRJ59,OUT018,1871.4306399999994
FDT23,OUT027,2855.3498799999993
FDU15,OUT018,2096.97039
FDT47,OUT013,1580.0432700000001
FDI53,OUT019,309.03107
FDR59,OUT018,2629.8101300000003
FDD53,OUT035,1624.552
FDY51,OUT017,2288.88724
FDT04,OUT049,1360.02966
FDU51,OUT049,2378.40405
FDG14,OUT035,2790.56754
NCU06,OUT045,3474.67704
DRG25,OUT046,2184.7561200000005
DRH49,OUT035,2025.62992
FDN15,OUT035,2007.08739
FDL43,OUT018,1571.6209000000001
NCT18,OUT049,3209.3224499999997
NCB31,OUT013,3302.8007699999994
FDK57,OUT035,2494.15338
FDY04,OUT019,344.98427000000004
NCP54,OUT046,1974.0304199999998
FDF41,OUT013,2958.6820399999997
FDM01,OUT045,2115.2798900000003
FDW03,OUT045,2167.01255
FDF28,OUT045,2074.4996400000005
FDY37,OUT017,2627.71286
FDQ03,OUT017,2971.6984299999995
FDP51,OUT027,3843.5635300000004
FDJ40,OUT017,2124.96728
FDC32,OUT049,2001.99402
DRI49,OUT027,2183.824
NCW54,OUT017,1133.79082
FDF09,OUT017,976.42899
FDP45,OUT018,2794.12957
DRJ23,OUT018,2562.03169
FDS59,OUT017,2262.68801
FDY08,OUT046,2451.7419199999995
FDX16,OUT049,2321.17854
FDY16,OUT018,1637.46852
FDK32,OUT035,2730.2127699999996
FDQ22,OUT013,1239.0205099999998
NCC31,OUT018,2201.26796
FDG58,OUT049,2213.51868
DRF48,OUT013,2812.50565
DRH36,OUT049,1881.7172499999997
NCR30,OUT035,2569.22233
FDB03,OUT019,379.30625999999995
FDZ28,OUT027,3169.3411600000004
FDR35,OUT017,2678.11392
DRD15,OUT027,5871.49046
FDJ33,OUT019,320.9156
FDA56,OUT010,214.25444
FDP56,OUT046,1811.24232
NCT30,OUT046,1155.06313
FDK15,OUT017,1916.0392399999996
FDH44,OUT018,1995.0696999999996
FDV01,OUT013,1812.7736600000003
DRG03,OUT017,2308.1954400000004
FDG50,OUT027,3414.1225299999996
FDR16,OUT010,477.0789900000001
FDZ60,OUT046,1704.8141900000003
DRG03,OUT045,2449.9775499999996
FDS56,OUT018,1997.7994799999997
FDU33,OUT045,1033.28831
DRD27,OUT035,2278.1012800000003
FDW22,OUT046,2787.2718299999997
DRA24,OUT045,1892.30347
FDF38,OUT049,1908.8486
FDX48,OUT013,1759.4763699999999
FDS58,OUT018,2355.9000100000003
FDC32,OUT046,1659.1070200000001
NCQ29,OUT045,3642.02587
DRK39,OUT018,1588.86512
NCS38,OUT017,1793.03269
DRO47,OUT013,2695.0252399999995
DRG27,OUT027,3278.26604
FDC57,OUT027,5155.58901
FDS55,OUT046,2567.22493
NCJ06,OUT018,1539.5293399999998
FDO01,OUT019,323.11274000000003
NCM55,OUT045,2520.2527400000004
FDC52,OUT049,2286.15746
FDQ15,OUT045,1603.3129800000002
NCT30,OUT027,2042.7409800000005
NCR42,OUT027,1848.12764
FDD28,OUT035,1702.5837600000002
FDQ34,OUT049,2541.6915000000004
FDZ12,OUT027,2865.10385
DRE13,OUT019,264.02299000000005
NCN07,OUT019,322.54680999999994
FDM28,OUT035,2332.53043
FDI10,OUT017,2462.76091
FDQ25,OUT013,1966.4070099999997
FDA38,OUT010,391.98975
DRI13,OUT049,2464.5918599999995
FDY20,OUT027,2657.67386
NCZ53,OUT035,2998.2638500000003
NCM31,OUT013,2351.40586
DRB01,OUT017,2587.7315699999995
DRF37,OUT046,1973.8639700000003
NCF42,OUT049,3153.6948599999996
FDF16,OUT018,2015.87595
FDB41,OUT013,1940.1079100000002
FDR34,OUT013,2738.00263
FDR15,OUT018,2425.54269
NCV42,OUT019,233.69580000000002
FDW51,OUT035,3015.9075500000004
FDU36,OUT017,1341.08765
FDX60,OUT049,1841.5362200000004
FDY03,OUT035,2472.5148799999997
FDW55,OUT045,3699.0183500000007
FDT01,OUT010,521.08837
FDG58,OUT013,2670.35735
FDK21,OUT017,3753.01473
NCS41,OUT019,422.51668
FDS10,OUT045,3006.61964
NCT53,OUT046,2263.2872300000004
FDJ28,OUT018,2318.48205
FDX44,OUT045,1274.2413299999996
FDT20,OUT018,1140.4821100000001
FDO44,OUT017,1775.72189
NCX17,OUT049,2605.17553
FDY01,OUT017,2400.0425500000006
FDJ12,OUT027,4106.587820000001
DRK35,OUT018,2063.91342
FDD47,OUT019,357.36814999999996
NCM53,OUT035,2087.44945
FDO45,OUT013,2322.27711
NCM42,OUT010,301.70727
FDE04,OUT046,2375.6742700000004
NCI30,OUT027,6141.40578
FDZ19,OUT013,2621.9204
FDW57,OUT013,2654.04525
FDA25,OUT013,1812.77366
FDT22,OUT046,1532.17225
FDP51,OUT013,2346.7119700000003
FDD48,OUT027,2822.3262
FDY39,OUT035,2653.0465499999996
FDO48,OUT010,411.8305899999999
FDD23,OUT027,3608.9356100000005
DRN35,OUT027,2782.3782
FDT01,OUT035,2798.8234600000005
FDC20,OUT010,176.67003
DRJ35,OUT035,2168.8434999999995
FDB32,OUT046,1775.4222800000002
FDL24,OUT046,2689.19949
NCV42,OUT035,2095.9716900000003
FDZ46,OUT046,2335.59311
FDC15,OUT013,2389.95568
FDD08,OUT019,256.03339
FDY50,OUT049,1705.7795999999998
FDD36,OUT013,1822.89382
FDG57,OUT027,2396.8467100000003
FDL21,OUT018,1566.4942400000002
FDN16,OUT027,2774.6882100000003
FDJ09,OUT027,1517.9241299999999
FDS01,OUT010,302.60609999999997
FDV33,OUT017,3680.2095
DRE12,OUT017,1713.86907
FDR07,OUT013,1729.3489199999997
FDP48,OUT010,338.5593
NCB55,OUT035,1706.87817
FDQ08,OUT013,1860.21191
FDR34,OUT035,3046.1348699999994
FDO33,OUT046,2027.8603500000002
FDP13,OUT045,1520.08798
FDX12,OUT049,2995.33433
NCT06,OUT049,3329.3661899999997
FDR16,OUT019,359.96476999999993
FDE36,OUT046,2544.3547
FDZ36,OUT049,2720.42551
FDV13,OUT045,1905.9856600000003
NCZ17,OUT035,1556.74027
FDU56,OUT045,2602.44575
FDM09,OUT035,2818.8973300000002
FDV02,OUT017,2810.9077300000004
FDS34,OUT018,1939.3089499999999
FDA11,OUT049,1833.6131999999998
FDP09,OUT017,3137.64908
FDB29,OUT027,2838.40527
FDT19,OUT017,2737.1370899999997
DRH15,OUT017,1420.21798
FDY38,OUT046,2357.06516
FDF14,OUT027,4008.9815400000007
FDN48,OUT010,272.54523
FDQ12,OUT013,2407.73254
NCJ43,OUT045,2618.05876
FDE17,OUT019,327.44044
FDB05,OUT035,2499.5463599999994
FDH10,OUT045,3081.8883299999998
NCR06,OUT017,1133.45792
FDU32,OUT018,1742.6649200000004
FDD56,OUT049,2749.0216200000004
FDO36,OUT018,1780.7153899999998
FDH16,OUT010,239.58813
FDX10,OUT018,1683.17569
FDZ37,OUT017,1845.2647000000002
FDU31,OUT010,311.12834000000004
DRC49,OUT049,2457.8672799999995
FDL15,OUT045,1908.5822799999999
FDN32,OUT019,387.02954
DRH59,OUT027,2947.56318
NCU29,OUT049,2406.2012
FDR37,OUT019,366.45632
FDS14,OUT018,2306.26462
FDU02,OUT027,4658.103249999999
FDJ08,OUT035,2727.1168000000007
NCZ06,OUT045,3247.0733099999998
FDO31,OUT049,2219.0115299999998
FDH31,OUT018,2218.9116599999998
FDS58,OUT017,2408.49821
NCA53,OUT027,2550.5466400000005
FDF50,OUT046,2471.01683
NCW42,OUT049,3429.1696099999995
NCQ17,OUT045,2610.06916
FDK51,OUT018,2510.16587
NCW41,OUT010,410.73202000000003
NCR29,OUT017,1218.71361
FDB08,OUT019,386.53019000000006
FDA40,OUT027,2688.1675
FDL14,OUT018,2001.4613799999995
FDB47,OUT046,2780.58054
FDO03,OUT035,2979.08881
DRK13,OUT019,360.46412000000004
FDX13,OUT010,368.08752999999996
FDF52,OUT046,2203.7647100000004
FDT11,OUT013,2655.64317
FDB08,OUT013,2506.4041
FDQ28,OUT018,1642.0625400000001
FDD29,OUT045,3680.608980000001
NCQ29,OUT027,4727.4130300000015
NCO02,OUT013,1664.20039
FDR56,OUT010,322.54680999999994
NCM54,OUT049,2876.48903
FDP51,OUT035,2500.91125
FDT38,OUT013,1740.9338400000001
FDZ20,OUT018,2573.35029
FDJ53,OUT013,1795.4295699999998
FDX13,OUT049,2496.25065
FDP58,OUT035,3778.6480299999994
NCK31,OUT019,238.42298
FDA35,OUT018,1983.3183300000005
FDV37,OUT018,2131.7251499999998
NCO07,OUT027,4304.430289999999
FDA20,OUT045,2449.61136
FDZ59,OUT035,2242.81388
NCY17,OUT017,1273.87514
FDQ28,OUT035,2327.73667
FDV35,OUT017,2269.01311
FDQ36,OUT013,1317.7180700000001
FDD34,OUT018,1899.3609499999998
FDK51,OUT045,3397.47753
FDV31,OUT035,2766.0661000000005
FDR04,OUT035,2041.7755700000002
FDR14,OUT049,1339.09025
DRC36,OUT010,445.38691000000017
FDE39,OUT019,295.48204
FDP57,OUT049,2163.85
FDE57,OUT046,2439.25817
NCN18,OUT046,1593.39256
NCQ05,OUT018,1869.6995599999998
FDW47,OUT035,2044.23903
FDV46,OUT035,3056.38819
NCP29,OUT045,1091.97858
FDE09,OUT018,1570.4890400000002
NCU06,OUT027,6338.116390000001
FDT19,OUT010,267.35199
DRF15,OUT017,2426.7411299999994
DRI51,OUT013,2316.48465
NCX54,OUT013,2182.7587200000007
DRE01,OUT013,2974.42821
NCB07,OUT045,3227.23247
FDU50,OUT035,2562.53104
FDG40,OUT035,1624.552
FDW10,OUT018,2423.3455499999995
FDX51,OUT013,2409.39704
NCP17,OUT045,1379.13812
FDP21,OUT035,2688.8333
FDL04,OUT045,1499.2484399999998
FDV23,OUT013,2140.34726
FDF24,OUT046,1924.7945100000002
FDH56,OUT027,3004.8885600000003
FDB51,OUT049,1473.18237
FDI58,OUT027,2786.2398399999997
FDR20,OUT013,1730.3809099999999
FDC51,OUT018,1761.93983
FDB16,OUT027,3278.2660399999995
FDE40,OUT049,2294.08048
NCM17,OUT035,1930.9531599999998
FDU56,OUT035,2710.4718000000003
FDS32,OUT019,336.62847999999997
FDX02,OUT049,2101.9971799999994
FDT39,OUT027,3911.07565
FDE35,OUT017,2119.87391
NCI42,OUT019,403.3083500000001
DRL23,OUT046,2326.70468
FDA10,OUT046,2401.07454
FDA11,OUT013,2003.5586499999997
NCM06,OUT046,2245.21076
NCT05,OUT035,3129.42645
NCQ02,OUT010,371.5164
NCY06,OUT049,3211.05353
FDY56,OUT035,3020.56815
FDL02,OUT035,2304.7665700000002
NCI06,OUT035,2510.1991599999997
FDQ14,OUT045,2187.41932
FDQ12,OUT017,3158.2223000000004
FDP36,OUT046,1970.60155
FDK21,OUT027,5393.07987
FDO40,OUT045,2321.34499
NCK54,OUT019,301.80714
FDY09,OUT018,1972.3326299999997
NCW30,OUT049,3143.37496
NCC55,OUT027,1983.15188
FDE58,OUT018,1852.8881099999999
FDR39,OUT013,2778.5498500000003
FDU28,OUT049,2306.36449
FDH08,OUT017,2543.5224500000004
FDG35,OUT045,2649.98387
FDG22,OUT049,1651.01755
FDC34,OUT035,2865.10385
FDP15,OUT018,2269.0131100000003
FDK34,OUT010,424.38091999999995
FDU45,OUT035,2167.3121600000004
FDQ04,OUT027,1586.1686300000001
FDX22,OUT018,2331.9312099999997
FDB45,OUT017,1940.57397
NCH43,OUT027,5705.50652
DRE60,OUT046,2129.7610400000003
FDD17,OUT027,4611.86344
NCM54,OUT017,2520.053
NCH55,OUT013,2002.0273100000002
NCT06,OUT017,2880.71686
FDA48,OUT027,2930.45212
FDY58,OUT027,5393.07987
FDO25,OUT045,3074.2649200000005
FDN50,OUT045,1900.1266199999998
FDH35,OUT035,3150.8319199999996
FDK09,OUT045,3758.6740300000006
FDO16,OUT013,1684.24097
FDW11,OUT045,1543.2911100000003
FDU47,OUT027,3699.98376
NCQ42,OUT010,287.39257000000003
FDK55,OUT027,3649.18322
FDN08,OUT049,2139.0822399999997
FDT57,OUT045,3820.99291
FDJ12,OUT018,2421.9140799999996
DRL59,OUT017,1707.37752
NCN53,OUT046,1576.1150499999999
FDO51,OUT010,360.83031000000005
FDK56,OUT017,2950.95876
FDY12,OUT035,1745.7608900000002
FDU15,OUT035,2146.70565
FDQ19,OUT046,3186.05274
DRF15,OUT045,2986.97854
DRE25,OUT019,245.84665
FDK57,OUT018,1732.44489
FDD33,OUT010,310.02977
FDR34,OUT027,4814.46638
FDU04,OUT045,1455.67183
FDE35,OUT019,214.32102
NCD31,OUT035,2974.76111
FDJ56,OUT035,1824.5583200000005
NCU53,OUT046,2263.2872300000004
FDD39,OUT035,2620.2891899999995
NCU17,OUT019,422.51668
FDJ20,OUT046,2310.45916
NCW41,OUT018,2299.7397800000003
FDL52,OUT035,1684.64045
FDS39,OUT035,2092.4429499999997
DRJ47,OUT045,2791.6994
FDP13,OUT010,164.91866
DRK39,OUT010,325.94239000000005
FDF28,OUT010,320.98218
FDB09,OUT045,2208.5917600000002
FDM51,OUT046,2137.218
DRM49,OUT018,1105.5941900000003
DRF23,OUT013,2678.48011
DRH01,OUT035,2159.4557200000004
FDH12,OUT027,2889.37226
FDA28,OUT019,288.15824
FDW37,OUT018,1488.16287
FDF02,OUT046,2300.83835
DRL37,OUT046,1696.2586600000002
NCF43,OUT046,2120.5397100000005
FDH08,OUT010,323.77853999999996
FDR34,OUT019,363.39363999999995
NCK19,OUT049,3139.71306
NCD55,OUT018,947.3335299999999
FDT27,OUT049,2349.3418799999995
FDQ57,OUT045,1985.1825700000002
FDA47,OUT035,2247.00842
DRG15,OUT027,3278.26604
FDE05,OUT018,1761.57364
FDN46,OUT046,1584.7038699999998
FDX27,OUT027,2736.4712899999995
FDT51,OUT045,1867.80203
FDU33,OUT013,2172.5386900000003
FDJ16,OUT027,2480.3380300000003
FDD20,OUT019,365.95696999999996
FDT36,OUT049,1841.53622
DRF15,OUT027,4211.1849999999995
FDN52,OUT010,271.51324
FDC22,OUT027,4586.33001
FDX15,OUT045,1881.4176400000001
FDT13,OUT013,2479.5723599999997
FDU04,OUT017,1333.43095
FDU31,OUT019,336.62847999999997
FDW59,OUT027,3316.28322
NCO29,OUT046,2386.69326
FDL15,OUT035,2569.0891699999997
FDI41,OUT049,2306.3644900000004
FDQ48,OUT049,2080.5584200000003
DRI39,OUT013,1522.78447
FDI08,OUT013,3187.15131
FDC21,OUT049,1795.1299600000002
FDF58,OUT035,2218.07941
FDS08,OUT010,297.41286
FDE47,OUT045,2834.7766600000004
NCP18,OUT019,324.1447299999999
NCR41,OUT013,1746.2935300000001
FDA27,OUT013,2636.5347100000004
FDA43,OUT035,3048.9312299999997
FDA49,OUT045,2121.5051200000007
NCE55,OUT018,2443.85219
DRM49,OUT027,2006.42159
FDF22,OUT027,5245.538589999999
FDQ15,OUT018,2138.81592
NCS54,OUT017,2830.3158000000003
NCY05,OUT013,1196.94195
FDR45,OUT046,3101.662590000001
FDK57,OUT049,2558.3697899999997
FDF41,OUT010,360.63057000000003
FDV21,OUT046,2317.5832199999995
FDD51,OUT046,1292.68399
FDF33,OUT046,1964.47619
FDA38,OUT046,2397.2461900000003
FDR56,OUT045,3146.97028
NCN41,OUT017,2396.91329
FDC60,OUT027,3603.34289
FDB47,OUT045,3044.90314
DRH01,OUT013,2844.13115
FDW08,OUT046,1705.0805100000002
FDF38,OUT027,3036.7803799999997
FDY32,OUT017,2956.5514799999996
FDG34,OUT049,1877.98877
FDG47,OUT019,607.4093399999999
NCF18,OUT035,3192.31126
FDL39,OUT019,398.21498
NCH55,OUT035,2691.9958500000002
DRJ35,OUT049,1885.04625
FDS44,OUT035,3041.1080800000004
DRE01,OUT018,2663.4330299999997
FDY39,OUT013,2323.24252
FDY32,OUT018,2320.74577
FDR33,OUT027,3035.88155
NCP50,OUT049,1993.4052000000004
